date,mvrv,mvrv_minus_1,btc_price_usd,realized_price_usd
2011-02-01,4.0,3.0,0.52,0.13
2011-02-02,4.93,3.93,0.69,0.14
2011-02-03,4.64,3.64,0.65,0.14
2011-02-04,4.79,3.79,0.67,0.14
2011-02-05,5.8,4.8,0.81,0.14
2011-02-06,5.53,4.53,0.83,0.15
2011-02-07,5.19,4.19,0.83,0.16
2011-02-08,5.39,4.39,0.86,0.16
2011-02-09,5.13,4.13,0.82,0.16
2011-02-10,4.71,3.71,0.8,0.17
2011-02-11,5.45,4.45,0.93,0.17
2011-02-12,5.83,4.83,0.99,0.17
2011-02-13,5.67,4.67,1.02,0.18
2011-02-14,5.44,4.44,1.03,0.19
2011-02-15,5.45,4.45,1.04,0.19
2011-02-16,5.37,4.37,1.02,0.19
2011-02-17,5.37,4.37,1.02,0.19
2011-02-18,4.11,3.11,0.78,0.19
2011-02-19,4.19,3.19,0.84,0.2
2011-02-20,4.15,3.15,0.83,0.2
2011-02-21,4.16,3.16,0.83,0.2
2011-02-22,4.16,3.16,0.83,0.2
2011-02-23,4.34,3.34,0.87,0.2
2011-02-24,4.29,3.29,0.9,0.21
2011-02-25,4.34,3.34,0.91,0.21
2011-02-26,4.34,3.34,0.91,0.21
2011-02-27,4.05,3.05,0.89,0.22
2011-02-28,3.84,2.84,0.85,0.22
2011-03-01,3.4,2.4,0.85,0.25
2011-03-02,3.64,2.64,0.91,0.25
2011-03-03,3.64,2.64,0.91,0.25
2011-03-04,3.46,2.46,0.9,0.26
2011-03-05,3.12,2.12,0.81,0.26
2011-03-06,3.12,2.12,0.81,0.26
2011-03-07,3.25,2.25,0.85,0.26
2011-03-08,3.27,2.27,0.85,0.26
2011-03-09,3.27,2.27,0.85,0.26
2011-03-10,3.27,2.27,0.85,0.26
2011-03-11,3.31,2.31,0.86,0.26
2011-03-12,3.26,2.26,0.88,0.27
2011-03-13,3.3,2.3,0.89,0.27
2011-03-14,3.26,2.26,0.88,0.27
2011-03-15,3.22,2.22,0.87,0.27
2011-03-16,2.99,1.99,0.84,0.28
2011-03-17,2.89,1.89,0.81,0.28
2011-03-18,2.54,1.54,0.71,0.28
2011-03-19,2.61,1.61,0.73,0.28
2011-03-20,2.64,1.64,0.74,0.28
2011-03-21,2.65,1.65,0.74,0.28
2011-03-22,2.65,1.65,0.74,0.28
2011-03-23,2.79,1.79,0.78,0.28
2011-03-24,2.85,1.85,0.83,0.29
2011-03-25,2.97,1.97,0.86,0.29
2011-03-26,2.9,1.9,0.84,0.29
2011-03-27,2.81,1.81,0.82,0.29
2011-03-28,2.62,1.62,0.76,0.29
2011-03-29,2.64,1.64,0.77,0.29
2011-03-30,2.64,1.64,0.77,0.29
2011-03-31,2.65,1.65,0.77,0.29
2011-04-01,2.67,1.67,0.77,0.29
2011-04-02,2.67,1.67,0.77,0.29
2011-04-03,2.59,1.59,0.78,0.3
2011-04-04,1.87,0.87,0.56,0.3
2011-04-05,1.93,0.93,0.58,0.3
2011-04-06,2.3,1.3,0.69,0.3
2011-04-07,2.4,1.4,0.72,0.3
2011-04-08,2.44,1.44,0.73,0.3
2011-04-09,2.4,1.4,0.72,0.3
2011-04-10,2.37,1.37,0.71,0.3
2011-04-11,2.37,1.37,0.71,0.3
2011-04-12,2.57,1.57,0.77,0.3
2011-04-13,2.87,1.87,0.86,0.3
2011-04-14,2.94,1.94,0.91,0.31
2011-04-15,2.94,1.94,0.91,0.31
2011-04-16,3.08,2.08,0.95,0.31
2011-04-17,3.21,2.21,1.03,0.32
2011-04-18,3.47,2.47,1.11,0.32
2011-04-19,3.47,2.47,1.14,0.33
2011-04-20,3.42,2.42,1.13,0.33
2011-04-21,3.45,2.45,1.14,0.33
2011-04-22,3.5,2.5,1.19,0.34
2011-04-23,3.77,2.77,1.32,0.35
2011-04-24,4.57,3.57,1.6,0.35
2011-04-25,4.23,3.23,1.52,0.36
2011-04-26,4.25,3.25,1.53,0.36
2011-04-27,4.65,3.65,1.72,0.37
2011-04-28,4.37,3.37,1.66,0.38
2011-04-29,4.7,3.7,2.21,0.47
2011-04-30,5.29,4.29,2.75,0.52
2011-05-01,4.72,3.72,2.5,0.53
2011-05-02,5.51,4.51,3.03,0.55
2011-05-03,5.46,4.46,3.11,0.57
2011-05-04,5.24,4.24,3.25,0.62
2011-05-05,5.29,4.29,3.33,0.63
2011-05-06,4.98,3.98,3.29,0.66
2011-05-07,5.11,4.11,3.43,0.67
2011-05-08,5.11,4.11,3.63,0.71
2011-05-09,5.13,4.13,3.69,0.72
2011-05-10,5.08,4.08,3.81,0.75
2011-05-11,5.82,4.82,4.6,0.79
2011-05-12,6.14,5.14,5.22,0.85
2011-05-13,6.32,5.32,6.32,1.0
2011-05-14,5.61,4.61,5.83,1.04
2011-05-15,5.59,4.59,6.2,1.11
2011-05-16,5.63,4.63,6.75,1.2
2011-05-17,5.58,4.58,6.98,1.25
2011-05-18,5.12,4.12,6.6,1.29
2011-05-19,5.04,4.04,6.61,1.31
2011-05-20,4.16,3.16,5.58,1.34
2011-05-21,4.16,3.16,5.58,1.34
2011-05-22,4.34,3.34,5.99,1.38
2011-05-23,4.74,3.74,6.69,1.41
2011-05-24,4.8,3.8,6.96,1.45
2011-05-25,4.88,3.88,7.22,1.48
2011-05-26,5.27,4.27,8.01,1.52
2011-05-27,5.15,4.15,8.5,1.65
2011-05-28,4.86,3.86,8.11,1.67
2011-05-29,4.79,3.79,8.1,1.69
2011-05-30,4.8,3.8,8.25,1.72
2011-05-31,4.63,3.63,8.1,1.75
2011-06-01,4.69,3.69,8.3,1.77
2011-06-02,5.16,4.16,9.5,1.84
2011-06-03,5.34,4.34,10.58,1.98
2011-06-04,6.75,5.75,14.04,2.08
2011-06-05,7.17,6.17,16.2,2.26
2011-06-06,6.0,5.0,16.45,2.74
2011-06-07,6.41,5.41,18.26,2.85
2011-06-08,6.59,5.59,22.21,3.37
2011-06-09,6.9,5.9,26.15,3.79
2011-06-10,4.98,3.98,20.01,4.02
2011-06-11,3.25,2.25,13.0,4.0
2011-06-12,2.63,1.63,10.25,3.9
2011-06-13,3.92,2.92,16.0,4.08
2011-06-14,3.96,2.96,18.0,4.55
2011-06-15,3.83,2.83,19.02,4.97
2011-06-16,3.34,2.34,17.0,5.09
2011-06-17,2.56,1.56,13.0,5.08
2011-06-18,2.92,1.92,15.05,5.16
2011-06-19,2.86,1.86,16.85,5.89
2011-06-20,2.73,1.73,16.22,5.94
2011-06-21,2.65,1.65,15.89,6.0
2011-06-22,2.57,1.57,15.45,6.01
2011-06-23,2.55,1.55,15.03,5.9
2011-06-24,2.48,1.48,14.72,5.93
2011-06-25,2.41,1.41,14.27,5.92
2011-06-26,2.74,1.74,16.5,6.03
2011-06-27,2.72,1.72,16.8,6.17
2011-06-28,2.71,1.71,17.0,6.27
2011-06-29,2.67,1.67,16.9,6.32
2011-06-30,2.52,1.52,16.1,6.38
2011-07-01,2.41,1.41,15.4,6.38
2011-07-02,2.41,1.41,15.4,6.4
2011-07-03,2.4,1.4,15.4,6.41
2011-07-04,2.17,1.17,13.9,6.4
2011-07-05,2.01,1.01,12.9,6.42
2011-07-06,2.29,1.29,14.8,6.45
2011-07-07,2.29,1.29,14.8,6.47
2011-07-08,2.21,1.21,14.3,6.48
2011-07-09,2.22,1.22,14.4,6.48
2011-07-10,2.28,1.28,14.9,6.53
2011-07-11,2.17,1.17,14.2,6.54
2011-07-12,2.14,1.14,14.0,6.55
2011-07-13,2.12,1.12,13.9,6.57
2011-07-14,2.13,1.13,14.0,6.58
2011-07-15,2.09,1.09,13.8,6.59
2011-07-16,2.08,1.08,13.7,6.59
2011-07-17,2.0,1.0,13.2,6.6
2011-07-18,2.07,1.07,13.5,6.53
2011-07-19,2.12,1.12,13.9,6.56
2011-07-20,2.11,1.11,13.7,6.5
2011-07-21,2.09,1.09,13.6,6.51
2011-07-22,2.1,1.1,13.7,6.52
2011-07-23,2.1,1.1,13.7,6.53
2011-07-24,2.14,1.14,14.0,6.55
2011-07-25,2.15,1.15,14.1,6.56
2011-07-26,2.12,1.12,13.9,6.57
2011-07-27,2.11,1.11,13.9,6.59
2011-07-28,2.05,1.05,13.5,6.59
2011-07-29,2.05,1.05,13.5,6.6
2011-07-30,2.04,1.04,13.5,6.61
2011-07-31,2.02,1.02,13.4,6.62
2011-08-01,1.98,0.98,13.1,6.61
2011-08-02,1.83,0.83,12.1,6.61
2011-08-03,1.42,0.42,9.3,6.55
2011-08-04,1.65,0.65,10.8,6.56
2011-08-05,1.5,0.5,9.8,6.53
2011-08-06,1.02,0.02,6.6,6.45
2011-08-07,1.23,0.23,7.9,6.42
2011-08-08,1.23,0.23,7.8,6.32
2011-08-09,1.57,0.57,10.0,6.35
2011-08-10,1.57,0.57,10.0,6.35
2011-08-11,1.5,0.5,9.5,6.34
2011-08-12,1.5,0.5,9.5,6.34
2011-08-13,1.59,0.59,10.1,6.35
2011-08-14,1.7,0.7,10.8,6.35
2011-08-15,1.74,0.74,11.1,6.37
2011-08-16,1.72,0.72,11.0,6.38
2011-08-17,1.7,0.7,10.9,6.4
2011-08-18,1.7,0.7,10.9,6.4
2011-08-19,1.82,0.82,11.69,6.42
2011-08-20,1.82,0.82,11.7,6.43
2011-08-21,1.82,0.82,11.7,6.43
2011-08-22,1.81,0.81,11.7,6.45
2011-08-23,1.69,0.69,10.9,6.44
2011-08-24,1.63,0.63,10.5,6.44
2011-08-25,1.54,0.54,10.0,6.51
2011-08-26,1.26,0.26,8.2,6.51
2011-08-27,1.4,0.4,8.6,6.14
2011-08-28,1.48,0.48,9.1,6.15
2011-08-29,1.46,0.46,9.0,6.15
2011-08-30,1.3,0.3,8.0,6.15
2011-08-31,1.33,0.33,8.2,6.15
2011-09-01,1.34,0.34,8.22,6.14
2011-09-02,1.44,0.44,8.88,6.15
2011-09-03,1.38,0.38,8.5,6.15
2011-09-04,1.45,0.45,8.89,6.15
2011-09-05,1.24,0.24,7.6,6.14
2011-09-06,1.3,0.3,8.0,6.14
2011-09-07,1.38,0.38,8.5,6.14
2011-09-08,1.21,0.21,7.4,6.13
2011-09-09,0.82,-0.18,5.0,6.1
2011-09-10,0.79,-0.21,4.8,6.09
2011-09-11,1.01,0.01,5.9,5.84
2011-09-12,1.05,0.05,6.1,5.83
2011-09-13,1.03,0.03,5.97,5.81
2011-09-14,0.95,-0.05,5.53,5.81
2011-09-15,0.89,-0.11,5.13,5.79
2011-09-16,0.84,-0.16,4.85,5.78
2011-09-17,0.84,-0.16,4.87,5.77
2011-09-18,0.85,-0.15,4.92,5.77
2011-09-19,0.85,-0.15,4.9,5.75
2011-09-20,0.98,-0.02,5.66,5.75
2011-09-21,0.98,-0.02,5.66,5.75
2011-09-22,1.0,0.0,5.72,5.74
2011-09-23,1.0,0.0,5.72,5.73
2011-09-24,0.99,-0.01,5.68,5.73
2011-09-25,1.06,0.06,6.05,5.7
2011-09-26,0.84,-0.16,4.8,5.69
2011-09-27,0.86,-0.14,4.92,5.69
2011-09-28,0.85,-0.15,4.82,5.68
2011-09-29,0.85,-0.15,4.82,5.68
2011-09-30,0.9,-0.1,5.1,5.68
2011-10-01,0.88,-0.12,5.0,5.67
2011-10-02,0.88,-0.12,5.0,5.66
2011-10-03,0.86,-0.14,4.87,5.65
2011-10-04,0.88,-0.12,4.98,5.65
2011-10-05,0.87,-0.13,4.92,5.64
2011-10-06,0.85,-0.15,4.8,5.64
2011-10-07,0.82,-0.18,4.61,5.62
2011-10-08,0.71,-0.29,3.99,5.61
2011-10-09,0.69,-0.31,3.89,5.6
2011-10-10,0.81,-0.19,4.51,5.6
2011-10-11,0.73,-0.27,4.1,5.58
2011-10-12,0.71,-0.29,3.93,5.57
2011-10-13,0.71,-0.29,3.97,5.56
2011-10-14,0.73,-0.27,4.05,5.55
2011-10-15,0.68,-0.32,3.8,5.55
2011-10-16,0.65,-0.35,3.6,5.54
2011-10-17,0.71,-0.29,3.92,5.53
2011-10-18,0.44,-0.56,2.4,5.5
2011-10-19,0.42,-0.58,2.3,5.46
2011-10-20,0.41,-0.59,2.24,5.45
2011-10-21,0.42,-0.58,2.27,5.43
2011-10-22,0.59,-0.41,3.2,5.43
2011-10-23,0.59,-0.41,3.2,5.42
2011-10-24,0.54,-0.46,2.92,5.42
2011-10-25,0.5,-0.5,2.72,5.41
2011-10-26,0.5,-0.5,2.69,5.39
2011-10-27,0.56,-0.44,3.0,5.38
2011-10-28,0.78,-0.22,4.2,5.4
2011-10-29,0.73,-0.27,3.95,5.4
2011-10-30,0.65,-0.35,3.5,5.39
2011-10-31,0.61,-0.39,3.3,5.39
2011-11-01,0.62,-0.38,3.33,5.38
2011-11-02,0.61,-0.39,3.3,5.38
2011-11-03,0.6,-0.4,3.2,5.36
2011-11-04,0.66,-0.34,3.55,5.36
2011-11-05,0.56,-0.44,3.0,5.35
2011-11-06,0.55,-0.45,2.95,5.35
2011-11-07,0.56,-0.44,3.0,5.34
2011-11-08,0.58,-0.42,3.08,5.33
2011-11-09,0.64,-0.36,3.3,5.17
2011-11-10,0.64,-0.36,3.3,5.17
2011-11-11,0.64,-0.36,3.3,5.16
2011-11-12,0.65,-0.35,3.35,5.16
2011-11-13,0.65,-0.35,3.35,5.16
2011-11-14,0.48,-0.52,2.47,5.14
2011-11-15,0.49,-0.51,2.5,5.14
2011-11-16,0.62,-0.38,3.0,4.85
2011-11-17,0.62,-0.38,2.99,4.84
2011-11-18,0.52,-0.48,2.5,4.77
2011-11-19,0.51,-0.49,2.43,4.76
2011-11-20,0.5,-0.5,2.37,4.74
2011-11-21,0.48,-0.52,2.25,4.73
2011-11-22,0.55,-0.45,2.59,4.74
2011-11-23,0.49,-0.51,2.3,4.71
2011-11-24,0.63,-0.37,3.0,4.77
2011-11-25,0.58,-0.42,2.75,4.75
2011-11-26,0.59,-0.41,2.77,4.73
2011-11-27,0.53,-0.47,2.5,4.7
2011-11-28,0.57,-0.43,2.66,4.66
2011-11-29,0.58,-0.42,2.72,4.66
2011-11-30,0.68,-0.32,3.19,4.7
2011-12-01,0.73,-0.27,3.42,4.71
2011-12-02,0.65,-0.35,3.04,4.68
2011-12-03,0.63,-0.37,2.93,4.67
2011-12-04,0.6,-0.4,2.8,4.66
2011-12-05,0.63,-0.37,2.93,4.66
2011-12-06,0.64,-0.36,2.98,4.66
2011-12-07,0.71,-0.29,3.3,4.66
2011-12-08,0.71,-0.29,3.3,4.66
2011-12-09,0.65,-0.35,3.0,4.64
2011-12-10,0.69,-0.31,3.2,4.64
2011-12-11,0.7,-0.3,3.27,4.65
2011-12-12,0.75,-0.25,3.48,4.65
2011-12-13,0.76,-0.24,3.56,4.66
2011-12-14,0.75,-0.25,3.47,4.65
2011-12-15,0.74,-0.26,3.45,4.65
2011-12-16,0.74,-0.26,3.44,4.65
2011-12-17,0.69,-0.31,3.2,4.65
2011-12-18,0.75,-0.25,3.5,4.65
2011-12-19,0.83,-0.17,3.85,4.66
2011-12-20,0.97,-0.03,4.55,4.69
2011-12-21,0.93,-0.07,4.38,4.7
2011-12-22,0.89,-0.11,4.17,4.7
2011-12-23,0.9,-0.1,4.22,4.7
2011-12-24,0.92,-0.08,4.33,4.7
2011-12-25,0.91,-0.09,4.27,4.7
2011-12-26,0.92,-0.08,4.33,4.7
2011-12-27,0.91,-0.09,4.29,4.7
2011-12-28,0.91,-0.09,4.3,4.7
2011-12-29,0.96,-0.04,4.5,4.71
2011-12-30,0.89,-0.11,4.21,4.71
2011-12-31,0.97,-0.03,4.58,4.71
2012-01-01,1.06,0.06,5.0,4.72
2012-01-02,1.06,0.06,5.0,4.71
2012-01-03,1.12,0.12,5.29,4.72
2012-01-04,1.18,0.18,5.57,4.74
2012-01-05,1.39,0.39,6.65,4.79
2012-01-06,1.25,0.25,6.0,4.8
2012-01-07,1.41,0.41,6.8,4.82
2012-01-08,1.45,0.45,7.0,4.84
2012-01-09,1.3,0.3,6.3,4.86
2012-01-10,1.46,0.46,7.14,4.88
2012-01-11,1.43,0.43,7.0,4.89
2012-01-12,1.33,0.33,6.51,4.91
2012-01-13,1.34,0.34,6.6,4.92
2012-01-14,1.28,0.28,6.3,4.93
2012-01-15,1.45,0.45,7.15,4.94
2012-01-16,1.43,0.43,7.1,4.95
2012-01-17,1.21,0.21,6.0,4.95
2012-01-18,1.43,0.43,7.1,4.97
2012-01-19,1.25,0.25,6.22,4.97
2012-01-20,1.39,0.39,6.95,4.99
2012-01-21,1.36,0.36,6.77,4.99
2012-01-22,1.36,0.36,6.79,4.99
2012-01-23,1.3,0.3,6.52,5.0
2012-01-24,1.31,0.31,6.55,5.0
2012-01-25,1.26,0.26,6.31,5.0
2012-01-26,1.1,0.1,5.5,4.98
2012-01-27,1.18,0.18,5.88,4.98
2012-01-28,0.99,-0.01,4.91,4.96
2012-01-29,1.11,0.11,5.5,4.96
2012-01-30,1.13,0.13,5.58,4.96
2012-01-31,1.07,0.07,5.3,4.95
2012-02-01,1.19,0.19,5.88,4.95
2012-02-02,1.27,0.27,6.28,4.96
2012-02-03,1.27,0.27,6.3,4.97
2012-02-04,1.2,0.2,5.94,4.97
2012-02-05,1.13,0.13,5.6,4.96
2012-02-06,1.13,0.13,5.6,4.95
2012-02-07,1.15,0.15,5.69,4.95
2012-02-08,1.18,0.18,5.87,4.96
2012-02-09,1.19,0.19,5.89,4.96
2012-02-10,1.19,0.19,5.88,4.95
2012-02-11,1.11,0.11,5.5,4.96
2012-02-12,1.14,0.14,5.67,4.96
2012-02-13,1.18,0.18,5.79,4.92
2012-02-14,1.0,0.0,4.89,4.89
2012-02-15,0.96,-0.04,4.69,4.87
2012-02-16,0.93,-0.07,4.51,4.86
2012-02-17,0.96,-0.04,4.67,4.85
2012-02-18,0.88,-0.12,4.23,4.83
2012-02-19,0.91,-0.09,4.38,4.82
2012-02-20,0.92,-0.08,4.44,4.82
2012-02-21,0.95,-0.05,4.58,4.81
2012-02-22,0.94,-0.06,4.51,4.81
2012-02-23,1.08,0.08,5.22,4.82
2012-02-24,1.03,0.03,4.95,4.82
2012-02-25,1.04,0.04,5.0,4.82
2012-02-26,1.03,0.03,4.98,4.82
2012-02-27,1.05,0.05,5.04,4.82
2012-02-28,1.01,0.01,4.88,4.82
2012-02-29,1.04,0.04,4.99,4.79
2012-03-01,1.04,0.04,5.0,4.79
2012-03-02,1.0,0.0,4.79,4.79
2012-03-03,0.97,-0.03,4.65,4.78
2012-03-04,1.01,0.01,4.81,4.78
2012-03-05,1.06,0.06,5.06,4.78
2012-03-06,1.04,0.04,4.98,4.78
2012-03-07,1.03,0.03,4.93,4.78
2012-03-08,1.05,0.05,5.01,4.78
2012-03-09,1.03,0.03,4.93,4.78
2012-03-10,1.03,0.03,4.94,4.78
2012-03-11,1.05,0.05,5.0,4.77
2012-03-12,1.05,0.05,4.99,4.77
2012-03-13,1.11,0.11,5.3,4.78
2012-03-14,1.1,0.1,5.27,4.78
2012-03-15,1.13,0.13,5.39,4.79
2012-03-16,1.1,0.1,5.26,4.79
2012-03-17,1.13,0.13,5.42,4.8
2012-03-18,1.1,0.1,5.25,4.79
2012-03-19,1.01,0.01,4.83,4.78
2012-03-20,1.0,0.0,4.79,4.78
2012-03-21,1.04,0.04,4.96,4.77
2012-03-22,1.03,0.03,4.91,4.77
2012-03-23,1.0,0.0,4.78,4.77
2012-03-24,1.01,0.01,4.83,4.76
2012-03-25,0.95,-0.05,4.54,4.76
2012-03-26,1.0,0.0,4.73,4.75
2012-03-27,1.02,0.02,4.84,4.75
2012-03-28,1.04,0.04,4.93,4.75
2012-03-29,1.02,0.02,4.84,4.75
2012-03-30,1.04,0.04,4.88,4.68
2012-03-31,1.05,0.05,4.9,4.68
2012-04-01,1.04,0.04,4.89,4.68
2012-04-02,1.08,0.08,5.04,4.68
2012-04-03,1.07,0.07,4.99,4.67
2012-04-04,1.07,0.07,5.01,4.67
2012-04-05,1.07,0.07,5.0,4.67
2012-04-06,1.07,0.07,4.99,4.67
2012-04-07,1.01,0.01,4.7,4.67
2012-04-08,1.02,0.02,4.76,4.67
2012-04-09,1.02,0.02,4.75,4.67
2012-04-10,1.03,0.03,4.8,4.67
2012-04-11,1.05,0.05,4.92,4.67
2012-04-12,1.05,0.05,4.93,4.68
2012-04-13,1.05,0.05,4.93,4.68
2012-04-14,1.06,0.06,4.96,4.68
2012-04-15,1.07,0.07,4.99,4.68
2012-04-16,1.06,0.06,4.98,4.69
2012-04-17,1.06,0.06,4.98,4.69
2012-04-18,1.1,0.1,5.16,4.69
2012-04-19,1.09,0.09,5.13,4.7
2012-04-20,1.14,0.14,5.38,4.71
2012-04-21,1.11,0.11,5.24,4.71
2012-04-22,1.1,0.1,5.17,4.71
2012-04-23,1.06,0.06,5.0,4.7
2012-04-24,1.08,0.08,5.08,4.7
2012-04-25,1.09,0.09,5.14,4.72
2012-04-26,1.06,0.06,4.98,4.71
2012-04-27,1.07,0.07,5.04,4.71
2012-04-28,1.04,0.04,4.91,4.71
2012-04-29,1.04,0.04,4.91,4.71
2012-04-30,1.06,0.06,5.0,4.7
2012-05-01,1.06,0.06,4.97,4.7
2012-05-02,1.08,0.08,5.06,4.7
2012-05-03,1.09,0.09,5.1,4.7
2012-05-04,1.08,0.08,5.07,4.7
2012-05-05,1.07,0.07,5.04,4.7
2012-05-06,1.08,0.08,5.08,4.69
2012-05-07,1.08,0.08,5.05,4.69
2012-05-08,1.07,0.07,5.02,4.69
2012-05-09,1.07,0.07,5.02,4.69
2012-05-10,1.04,0.04,4.87,4.69
2012-05-11,1.06,0.06,4.95,4.69
2012-05-12,1.04,0.04,4.91,4.7
2012-05-13,1.05,0.05,4.94,4.7
2012-05-14,1.05,0.05,4.93,4.7
2012-05-15,1.06,0.06,4.95,4.69
2012-05-16,1.07,0.07,5.04,4.69
2012-05-17,1.07,0.07,5.02,4.69
2012-05-18,1.08,0.08,5.07,4.68
2012-05-19,1.08,0.08,5.07,4.68
2012-05-20,1.08,0.08,5.03,4.67
2012-05-21,1.09,0.09,5.08,4.66
2012-05-22,1.08,0.08,5.03,4.66
2012-05-23,1.09,0.09,5.1,4.66
2012-05-24,1.1,0.1,5.12,4.65
2012-05-25,1.09,0.09,5.08,4.65
2012-05-26,1.09,0.09,5.07,4.64
2012-05-27,1.09,0.09,5.07,4.64
2012-05-28,1.09,0.09,5.07,4.64
2012-05-29,1.1,0.1,5.11,4.64
2012-05-30,1.11,0.11,5.14,4.64
2012-05-31,1.12,0.12,5.17,4.62
2012-06-01,1.13,0.13,5.22,4.62
2012-06-02,1.12,0.12,5.19,4.63
2012-06-03,1.12,0.12,5.19,4.63
2012-06-04,1.13,0.13,5.22,4.63
2012-06-05,1.16,0.16,5.37,4.63
2012-06-06,1.17,0.17,5.41,4.64
2012-06-07,1.19,0.19,5.53,4.64
2012-06-08,1.21,0.21,5.61,4.65
2012-06-09,1.18,0.18,5.48,4.65
2012-06-10,1.17,0.17,5.42,4.65
2012-06-11,1.18,0.18,5.52,4.66
2012-06-12,1.22,0.22,5.71,4.67
2012-06-13,1.25,0.25,5.86,4.68
2012-06-14,1.26,0.26,5.9,4.68
2012-06-15,1.37,0.37,6.42,4.7
2012-06-16,1.36,0.36,6.41,4.72
2012-06-17,1.31,0.31,6.19,4.72
2012-06-18,1.28,0.28,6.06,4.72
2012-06-19,1.37,0.37,6.46,4.73
2012-06-20,1.4,0.4,6.64,4.74
2012-06-21,1.4,0.4,6.64,4.75
2012-06-22,1.39,0.39,6.59,4.75
2012-06-23,1.36,0.36,6.45,4.76
2012-06-24,1.34,0.34,6.4,4.76
2012-06-25,1.32,0.32,6.26,4.76
2012-06-26,1.34,0.34,6.41,4.77
2012-06-27,1.36,0.36,6.49,4.77
2012-06-28,1.36,0.36,6.5,4.78
2012-06-29,1.36,0.36,6.52,4.78
2012-06-30,1.38,0.38,6.61,4.79
2012-07-01,1.36,0.36,6.52,4.79
2012-07-02,1.38,0.38,6.61,4.8
2012-07-03,1.34,0.34,6.44,4.8
2012-07-04,1.34,0.34,6.44,4.8
2012-07-05,1.37,0.37,6.6,4.81
2012-07-06,1.37,0.37,6.59,4.81
2012-07-07,1.41,0.41,6.79,4.81
2012-07-08,1.4,0.4,6.73,4.82
2012-07-09,1.44,0.44,6.94,4.83
2012-07-10,1.48,0.48,7.08,4.79
2012-07-11,1.49,0.49,7.14,4.8
2012-07-12,1.57,0.57,7.59,4.82
2012-07-13,1.57,0.57,7.59,4.84
2012-07-14,1.57,0.57,7.55,4.81
2012-07-15,1.57,0.57,7.57,4.81
2012-07-16,1.71,0.71,8.3,4.85
2012-07-17,1.74,0.74,8.55,4.91
2012-07-18,1.82,0.82,9.0,4.94
2012-07-19,1.77,0.77,8.76,4.96
2012-07-20,1.7,0.7,8.44,4.97
2012-07-21,1.75,0.75,8.74,4.99
2012-07-22,1.69,0.69,8.42,4.99
2012-07-23,1.71,0.71,8.59,5.01
2012-07-24,1.72,0.72,8.61,5.02
2012-07-25,1.72,0.72,8.64,5.03
2012-07-26,1.73,0.73,8.75,5.05
2012-07-27,1.75,0.75,8.83,5.06
2012-07-28,1.75,0.75,8.88,5.08
2012-07-29,1.71,0.71,8.71,5.09
2012-07-30,1.76,0.76,9.0,5.1
2012-07-31,1.81,0.81,9.28,5.13
2012-08-01,1.83,0.83,9.45,5.15
2012-08-02,2.0,1.0,10.44,5.21
2012-08-03,2.06,1.06,10.79,5.25
2012-08-04,1.99,0.99,10.51,5.27
2012-08-05,2.02,1.02,10.71,5.3
2012-08-06,2.04,1.04,10.84,5.32
2012-08-07,2.01,1.01,10.75,5.34
2012-08-08,2.05,1.05,10.99,5.37
2012-08-09,2.04,1.04,11.0,5.39
2012-08-10,2.09,1.09,11.32,5.42
2012-08-11,2.1,1.1,11.38,5.43
2012-08-12,2.11,1.11,11.49,5.45
2012-08-13,2.17,1.17,11.89,5.48
2012-08-14,2.22,1.22,12.25,5.52
2012-08-15,2.34,1.34,13.01,5.57
2012-08-16,2.39,1.39,13.42,5.62
2012-08-17,2.2,1.2,12.5,5.67
2012-08-18,2.03,1.03,11.54,5.68
2012-08-19,1.44,0.44,8.06,5.61
2012-08-20,1.77,0.77,10.05,5.69
2012-08-21,1.79,0.79,10.18,5.7
2012-08-22,1.74,0.74,9.96,5.71
2012-08-23,1.75,0.75,10.02,5.71
2012-08-24,1.81,0.81,10.37,5.73
2012-08-25,1.84,0.84,10.57,5.75
2012-08-26,1.79,0.79,10.31,5.75
2012-08-27,1.85,0.85,10.78,5.82
2012-08-28,1.88,0.88,11.0,5.84
2012-08-29,1.84,0.84,10.78,5.85
2012-08-30,1.82,0.82,10.65,5.85
2012-08-31,1.72,0.72,10.16,5.9
2012-09-01,1.68,0.68,9.91,5.89
2012-09-02,1.73,0.73,10.18,5.9
2012-09-03,1.79,0.79,10.55,5.91
2012-09-04,1.75,0.75,10.36,5.93
2012-09-05,1.85,0.85,10.99,5.95
2012-09-06,1.85,0.85,11.02,5.97
2012-09-07,1.84,0.84,11.03,5.98
2012-09-08,1.83,0.83,10.97,5.99
2012-09-09,1.83,0.83,10.98,6.0
2012-09-10,1.8,0.8,10.95,6.09
2012-09-11,1.81,0.81,11.04,6.1
2012-09-12,1.82,0.82,11.14,6.12
2012-09-13,1.84,0.84,11.3,6.13
2012-09-14,1.87,0.87,11.5,6.14
2012-09-15,1.88,0.88,11.63,6.17
2012-09-16,1.9,0.9,11.75,6.19
2012-09-17,1.91,0.91,11.85,6.21
2012-09-18,1.91,0.91,11.91,6.22
2012-09-19,1.97,0.97,12.32,6.26
2012-09-20,1.95,0.95,12.28,6.3
2012-09-21,1.93,0.93,12.19,6.33
2012-09-22,1.89,0.89,11.97,6.34
2012-09-23,1.89,0.89,11.99,6.34
2012-09-24,1.87,0.87,11.9,6.36
