date,mvrv,mvrv_minus_1,btc_price_usd,realized_price_usd
2022-09-12,1.04,0.04,22400.52,21535.03
2022-09-13,0.94,-0.06,20173.77,21464.6
2022-09-14,0.94,-0.06,20233.68,21442.3
2022-09-15,0.92,-0.08,19700.15,21412.42
2022-09-16,0.93,-0.07,19804.02,21406.29
2022-09-17,0.94,-0.06,20118.35,21403.25
2022-09-18,0.91,-0.09,19417.72,21395.02
2022-09-19,0.91,-0.09,19541.28,21380.21
2022-09-20,0.88,-0.12,18879.95,21362.49
2022-09-21,0.87,-0.13,18468.05,21345.38
2022-09-22,0.91,-0.09,19405.96,21344.33
2022-09-23,0.9,-0.1,19291.13,21338.34
2022-09-24,0.89,-0.11,18924.39,21334.25
2022-09-25,0.88,-0.12,18809.94,21328.32
2022-09-26,0.9,-0.1,19230.96,21325.32
2022-09-27,0.9,-0.1,19081.4,21308.7
2022-09-28,0.91,-0.09,19412.67,21294.6
2022-09-29,0.92,-0.08,19593.46,21287.8
2022-09-30,0.91,-0.09,19425.63,21272.37
2022-10-01,0.91,-0.09,19313.96,21268.55
2022-10-02,0.9,-0.1,19058.15,21263.74
2022-10-03,0.92,-0.08,19632.35,21262.2
2022-10-04,0.96,-0.04,20344.58,21261.62
2022-10-05,0.95,-0.05,20160.74,21254.99
2022-10-06,0.94,-0.06,19965.12,21247.95
2022-10-07,0.92,-0.08,19532.81,21240.51
2022-10-08,0.91,-0.09,19419.32,21227.25
2022-10-09,0.92,-0.08,19442.41,21225.23
2022-10-10,0.9,-0.1,19131.36,21215.28
2022-10-11,0.9,-0.1,19058.29,21207.49
2022-10-12,0.9,-0.1,19154.85,21185.08
2022-10-13,0.91,-0.09,19378.91,21180.25
2022-10-14,0.91,-0.09,19182.01,21173.04
2022-10-15,0.9,-0.1,19069.72,21169.82
2022-10-16,0.91,-0.09,19264.26,21167.05
2022-10-17,0.92,-0.08,19550.49,21148.72
2022-10-18,0.91,-0.09,19330.29,21159.61
2022-10-19,0.9,-0.1,19123.89,21147.63
2022-10-20,0.9,-0.1,19043.54,21140.62
2022-10-21,0.91,-0.09,19166.4,21135.64
2022-10-22,0.91,-0.09,19207.57,21122.01
2022-10-23,0.93,-0.07,19572.6,21121.15
2022-10-24,0.92,-0.08,19331.06,21117.04
2022-10-25,0.95,-0.05,20087.18,21124.12
2022-10-26,0.98,-0.02,20776.76,21135.24
2022-10-27,0.96,-0.04,20295.28,21132.41
2022-10-28,0.97,-0.03,20599.89,21131.26
2022-10-29,0.99,-0.01,20820.19,21132.06
2022-10-30,0.98,-0.02,20630.65,21126.81
2022-10-31,0.97,-0.03,20492.56,21121.65
2022-11-01,0.97,-0.03,20480.27,21115.49
2022-11-02,0.95,-0.05,20150.33,21108.1
2022-11-03,0.96,-0.04,20207.99,21105.02
2022-11-04,1.0,0.0,21150.6,21135.42
2022-11-05,1.01,0.01,21301.57,21136.06
2022-11-06,0.99,-0.01,20910.59,21125.96
2022-11-07,0.98,-0.02,20593.73,21070.16
2022-11-08,0.88,-0.12,18544.7,21027.41
2022-11-09,0.76,-0.24,15820.02,20903.33
2022-11-10,0.84,-0.16,17559.67,20882.63
2022-11-11,0.82,-0.18,17007.72,20848.0
2022-11-12,0.81,-0.19,16773.9,20797.54
2022-11-13,0.78,-0.22,16307.47,20782.72
2022-11-14,0.8,-0.2,16592.04,20750.72
2022-11-15,0.81,-0.19,16879.14,20714.09
2022-11-16,0.81,-0.19,16648.05,20666.64
2022-11-17,0.81,-0.19,16680.21,20579.77
2022-11-18,0.82,-0.18,16677.95,20355.63
2022-11-19,0.82,-0.18,16683.72,20344.56
2022-11-20,0.8,-0.2,16253.6,20328.69
2022-11-21,0.78,-0.22,15760.19,20290.46
2022-11-22,0.8,-0.2,16198.25,20265.32
2022-11-23,0.82,-0.18,16590.98,20276.68
2022-11-24,0.82,-0.18,16588.46,20264.16
2022-11-25,0.82,-0.18,16508.33,20251.32
2022-11-26,0.81,-0.19,16451.53,20238.13
2022-11-27,0.81,-0.19,16420.87,20232.79
2022-11-28,0.8,-0.2,16207.01,20205.85
2022-11-29,0.81,-0.19,16431.79,20196.84
2022-11-30,0.85,-0.15,17162.35,20188.05
2022-12-01,0.84,-0.16,16978.64,20178.34
2022-12-02,0.85,-0.15,17094.49,20165.74
2022-12-03,0.84,-0.16,16888.31,20159.96
2022-12-04,0.85,-0.15,17111.76,20149.74
2022-12-05,0.84,-0.16,16966.84,20090.48
2022-12-06,0.85,-0.15,17086.52,20073.07
2022-12-07,0.84,-0.16,16837.85,20068.3
2022-12-08,0.86,-0.14,17226.02,20060.2
2022-12-09,0.85,-0.15,17126.85,20041.71
2022-12-10,0.85,-0.15,17129.19,20041.0
2022-12-11,0.85,-0.15,17094.83,20034.52
2022-12-12,0.86,-0.14,17208.66,20030.88
2022-12-13,0.89,-0.11,17775.32,20022.49
2022-12-14,0.89,-0.11,17801.37,20005.02
2022-12-15,0.87,-0.13,17359.21,19997.48
2022-12-16,0.83,-0.17,16658.44,19984.16
2022-12-17,0.84,-0.16,16780.55,19977.78
2022-12-18,0.84,-0.16,16742.74,19974.11
2022-12-19,0.82,-0.18,16442.79,19942.99
2022-12-20,0.85,-0.15,16901.12,19939.7
2022-12-21,0.84,-0.16,16821.13,19924.53
2022-12-22,0.84,-0.16,16816.01,19916.61
2022-12-23,0.84,-0.16,16780.97,19908.05
2022-12-24,0.85,-0.15,16837.16,19904.1
2022-12-25,0.85,-0.15,16829.1,19893.54
2022-12-26,0.85,-0.15,16916.07,19891.23
2022-12-27,0.84,-0.16,16700.54,19880.54
2022-12-28,0.83,-0.17,16540.47,19851.56
2022-12-29,0.84,-0.16,16631.24,19832.56
2022-12-30,0.84,-0.16,16599.47,19825.29
2022-12-31,0.84,-0.16,16531.31,19782.89
2023-01-01,0.84,-0.16,16613.87,19779.84
2023-01-02,0.84,-0.16,16670.08,19777.65
2023-01-03,0.84,-0.16,16670.16,19768.78
2023-01-04,0.85,-0.15,16846.82,19757.83
2023-01-05,0.85,-0.15,16825.87,19750.68
2023-01-06,0.86,-0.14,16946.16,19740.17
2023-01-07,0.86,-0.14,16942.73,19734.91
2023-01-08,0.87,-0.13,17115.81,19733.56
2023-01-09,0.87,-0.13,17179.03,19731.03
2023-01-10,0.88,-0.12,17442.44,19721.86
2023-01-11,0.91,-0.09,17938.0,19708.48
2023-01-12,0.96,-0.04,18849.0,19718.54
2023-01-13,1.01,0.01,19932.05,19735.63
2023-01-14,1.06,0.06,20954.52,19747.99
2023-01-15,1.06,0.06,20878.94,19750.92
2023-01-16,1.07,0.07,21188.92,19759.62
2023-01-17,1.07,0.07,21136.12,19768.17
2023-01-18,1.05,0.05,20678.47,19763.82
2023-01-19,1.07,0.07,21082.28,19760.86
2023-01-20,1.15,0.15,22676.2,19781.59
2023-01-21,1.15,0.15,22789.92,19790.35
2023-01-22,1.15,0.15,22714.99,19796.99
2023-01-23,1.16,0.16,22917.47,19800.39
2023-01-24,1.14,0.14,22637.8,19804.09
2023-01-25,1.16,0.16,23066.28,19813.93
2023-01-26,1.16,0.16,23009.15,19803.0
2023-01-27,1.17,0.17,23077.75,19790.72
2023-01-28,1.16,0.16,23031.02,19793.66
2023-01-29,1.2,0.2,23747.26,19800.73
2023-01-30,1.15,0.15,22833.34,19801.12
2023-01-31,1.17,0.17,23129.7,19808.9
2023-02-01,1.2,0.2,23730.52,19835.21
2023-02-02,1.18,0.18,23470.8,19839.44
2023-02-03,1.18,0.18,23437.21,19845.77
2023-02-04,1.18,0.18,23332.1,19852.85
2023-02-05,1.16,0.16,22940.79,19852.39
2023-02-06,1.15,0.15,22761.44,19853.26
2023-02-07,1.17,0.17,23252.78,19857.8
2023-02-08,1.16,0.16,22961.13,19859.73
2023-02-09,1.1,0.1,21807.55,19852.1
2023-02-10,1.09,0.09,21634.86,19845.89
2023-02-11,1.1,0.1,21862.19,19845.41
2023-02-12,1.1,0.1,21790.14,19843.69
2023-02-13,1.1,0.1,21787.77,19841.19
2023-02-14,1.12,0.12,22208.56,19843.03
2023-02-15,1.23,0.23,24332.21,19862.81
2023-02-16,1.18,0.18,23533.22,19866.34
2023-02-17,1.24,0.24,24578.28,19878.96
2023-02-18,1.24,0.24,24638.27,19882.86
2023-02-19,1.22,0.22,24287.53,19884.96
2023-02-20,1.25,0.25,24838.09,19891.18
2023-02-21,1.23,0.23,24450.5,19893.28
2023-02-22,1.22,0.22,24186.92,19889.28
2023-02-23,1.2,0.2,23941.1,19892.93
2023-02-24,1.17,0.17,23189.78,19886.08
2023-02-25,1.17,0.17,23167.45,19883.42
2023-02-26,1.18,0.18,23557.39,19885.94
2023-02-27,1.18,0.18,23490.07,19889.22
2023-02-28,1.16,0.16,23134.2,19867.9
2023-03-01,1.19,0.19,23641.2,19859.66
2023-03-02,1.18,0.18,23467.22,19857.24
2023-03-03,1.13,0.13,22361.45,19848.93
2023-03-04,1.13,0.13,22351.08,19848.26
2023-03-05,1.13,0.13,22433.65,19836.34
2023-03-06,1.13,0.13,22410.34,19832.05
2023-03-07,1.12,0.12,22200.87,19763.83
2023-03-08,1.1,0.1,21707.57,19755.81
2023-03-09,1.03,0.03,20369.38,19736.22
2023-03-10,1.02,0.02,20207.71,19722.95
2023-03-11,1.05,0.05,20610.5,19720.95
2023-03-12,1.12,0.12,22180.75,19727.26
2023-03-13,1.23,0.23,24205.82,19759.8
2023-03-14,1.25,0.25,24758.71,19783.64
2023-03-15,1.23,0.23,24369.16,19792.39
2023-03-16,1.26,0.26,25051.31,19807.7
2023-03-17,1.38,0.38,27440.55,19866.45
2023-03-18,1.36,0.36,26973.38,19872.36
2023-03-19,1.41,0.41,28037.32,19886.33
2023-03-20,1.4,0.4,27807.29,19903.65
2023-03-21,1.41,0.41,28185.99,19924.69
2023-03-22,1.37,0.37,27317.37,19931.28
2023-03-23,1.42,0.42,28345.69,19963.96
2023-03-24,1.38,0.38,27491.73,19969.75
2023-03-25,1.38,0.38,27493.43,19972.52
2023-03-26,1.4,0.4,27996.81,19981.56
2023-03-27,1.36,0.36,27145.09,20007.88
2023-03-28,1.36,0.36,27274.9,20015.49
2023-03-29,1.42,0.42,28355.87,20032.44
2023-03-30,1.42,0.42,28037.46,19725.53
2023-03-31,1.44,0.44,28477.29,19747.56
2023-04-01,1.44,0.44,28465.3,19755.67
2023-04-02,1.43,0.43,28186.76,19758.3
2023-04-03,1.41,0.41,27810.08,19763.05
2023-04-04,1.43,0.43,28178.13,19770.47
2023-04-05,1.42,0.42,28181.03,19786.96
2023-04-06,1.42,0.42,28045.06,19789.67
2023-04-07,1.41,0.41,27910.62,19785.25
2023-04-08,1.41,0.41,27953.79,19787.5
2023-04-09,1.43,0.43,28341.05,19790.32
2023-04-10,1.5,0.5,29654.81,19810.36
2023-04-11,1.52,0.52,30226.1,19845.39
2023-04-12,1.51,0.51,29905.2,19849.67
2023-04-13,1.53,0.53,30404.37,19867.67
2023-04-14,1.53,0.53,30493.01,19888.38
2023-04-15,1.52,0.52,30321.23,19891.94
2023-04-16,1.52,0.52,30322.77,19896.19
2023-04-17,1.48,0.48,29446.77,19894.48
2023-04-18,1.53,0.53,30396.77,19913.07
2023-04-19,1.45,0.45,28828.2,19920.26
2023-04-20,1.42,0.42,28245.06,19918.14
2023-04-21,1.37,0.37,27260.85,19917.85
2023-04-22,1.4,0.4,27818.87,19920.97
2023-04-23,1.39,0.39,27596.71,19924.54
2023-04-24,1.38,0.38,27520.33,19924.03
2023-04-25,1.42,0.42,28308.39,19930.05
2023-04-26,1.43,0.43,28433.41,19938.4
2023-04-27,1.48,0.48,29485.09,19948.58
2023-04-28,1.47,0.47,29339.91,19957.97
2023-04-29,1.47,0.47,29250.94,19965.61
2023-04-30,1.46,0.46,29234.41,19967.36
2023-05-01,1.41,0.41,28086.19,19962.87
2023-05-02,1.44,0.44,28694.85,19970.14
2023-05-03,1.45,0.45,29041.0,20005.1
2023-05-04,1.44,0.44,28866.54,20006.84
2023-05-05,1.48,0.48,29550.84,20014.81
2023-05-06,1.45,0.45,28943.94,20014.81
2023-05-07,1.42,0.42,28574.43,20110.72
2023-05-08,1.38,0.38,27781.0,20117.6
2023-05-09,1.38,0.38,27679.75,20114.46
2023-05-10,1.37,0.37,27628.13,20111.53
2023-05-11,1.34,0.34,26992.24,20106.62
2023-05-12,1.33,0.33,26807.89,20108.63
2023-05-13,1.33,0.33,26789.55,20108.01
2023-05-14,1.34,0.34,26932.09,20110.47
2023-05-15,1.35,0.35,27175.06,20131.25
2023-05-16,1.34,0.34,27036.63,20138.1
2023-05-17,1.36,0.36,27404.35,20141.99
2023-05-18,1.33,0.33,26821.85,20137.18
2023-05-19,1.34,0.34,26887.96,20134.4
2023-05-20,1.35,0.35,27117.18,20136.2
2023-05-21,1.33,0.33,26755.7,20136.02
2023-05-22,1.33,0.33,26855.83,20164.14
2023-05-23,1.35,0.35,27224.64,20168.49
2023-05-24,1.31,0.31,26326.59,20163.95
2023-05-25,1.31,0.31,26480.31,20177.86
2023-05-26,1.32,0.32,26721.25,20179.15
2023-05-27,1.33,0.33,26872.08,20179.82
2023-05-28,1.39,0.39,28077.15,20188.04
2023-05-29,1.37,0.37,27746.07,20192.29
2023-05-30,1.37,0.37,27702.14,20199.94
2023-05-31,1.35,0.35,27220.7,20200.85
2023-06-01,1.33,0.33,26826.95,20202.91
2023-06-02,1.35,0.35,27251.31,20208.35
2023-06-03,1.34,0.34,27078.29,20207.63
2023-06-04,1.34,0.34,27126.86,20207.84
2023-06-05,1.27,0.27,25740.49,20197.95
2023-06-06,1.35,0.35,27264.0,20212.43
2023-06-07,1.3,0.3,26349.52,20208.43
2023-06-08,1.31,0.31,26507.99,20209.54
2023-06-09,1.31,0.31,26483.95,20210.08
2023-06-10,1.28,0.28,25856.35,20203.57
2023-06-11,1.28,0.28,25936.78,20202.35
2023-06-12,1.28,0.28,25905.8,20199.2
2023-06-13,1.28,0.28,25925.2,20197.27
2023-06-14,1.24,0.24,25126.91,20193.22
2023-06-15,1.27,0.27,25575.24,20190.65
2023-06-16,1.3,0.3,26329.75,20195.46
2023-06-17,1.31,0.31,26510.42,20194.89
2023-06-18,1.3,0.3,26338.27,20200.79
2023-06-19,1.33,0.33,26837.26,20194.76
2023-06-20,1.4,0.4,28318.58,20203.42
2023-06-21,1.48,0.48,30000.86,20231.31
2023-06-22,1.48,0.48,29893.34,20247.41
2023-06-23,1.51,0.51,30700.29,20270.27
2023-06-24,1.51,0.51,30548.03,20281.15
2023-06-25,1.5,0.5,30473.33,20288.11
2023-06-26,1.49,0.49,30274.61,20299.63
2023-06-27,1.51,0.51,30698.21,20323.01
2023-06-28,1.48,0.48,30080.24,20339.7
2023-06-29,1.5,0.5,30446.53,20341.52
2023-06-30,1.5,0.5,30471.0,20358.02
2023-07-01,1.5,0.5,30590.71,20386.8
2023-07-02,1.5,0.5,30618.42,20392.24
2023-07-03,1.53,0.53,31158.79,20403.63
2023-07-04,1.51,0.51,30775.24,20408.54
2023-07-05,1.49,0.49,30503.07,20412.89
2023-07-06,1.47,0.47,29907.98,20386.72
2023-07-07,1.49,0.49,30349.69,20393.47
2023-07-08,1.49,0.49,30294.36,20396.0
2023-07-09,1.48,0.48,30171.49,20398.65
2023-07-10,1.49,0.49,30421.04,20405.56
2023-07-11,1.5,0.5,30626.62,20417.01
2023-07-12,1.49,0.49,30385.22,20423.34
2023-07-13,1.54,0.54,31475.78,20432.4
2023-07-14,1.48,0.48,30331.09,20432.43
2023-07-15,1.48,0.48,30298.45,20433.87
2023-07-16,1.48,0.48,30248.17,20435.63
2023-07-17,1.48,0.48,30147.68,20431.17
2023-07-18,1.46,0.46,29863.79,20438.0
2023-07-19,1.46,0.46,29918.6,20446.45
2023-07-20,1.46,0.46,29809.61,20449.81
2023-07-21,1.46,0.46,29911.46,20443.39
2023-07-22,1.46,0.46,29791.61,20445.77
2023-07-23,1.47,0.47,30085.68,20449.7
2023-07-24,1.43,0.43,29181.04,20445.93
2023-07-25,1.43,0.43,29226.63,20446.13
2023-07-26,1.44,0.44,29352.06,20446.99
2023-07-27,1.43,0.43,29217.05,20426.41
2023-07-28,1.44,0.44,29316.82,20357.22
2023-07-29,1.44,0.44,29358.76,20358.5
2023-07-30,1.44,0.44,29283.34,20358.9
2023-07-31,1.44,0.44,29231.47,20356.13
2023-08-01,1.46,0.46,29699.74,20360.51
2023-08-02,1.43,0.43,29163.69,20351.9
2023-08-03,1.43,0.43,29177.75,20353.06
2023-08-04,1.43,0.43,29078.51,20354.26
2023-08-05,1.43,0.43,29050.34,20354.76
2023-08-06,1.43,0.43,29046.16,20356.39
2023-08-07,1.43,0.43,29182.16,20357.22
2023-08-08,1.46,0.46,29770.51,20360.53
2023-08-09,1.45,0.45,29566.47,20364.28
2023-08-10,1.45,0.45,29428.1,20364.47
2023-08-11,1.44,0.44,29403.56,20368.4
2023-08-12,1.44,0.44,29417.08,20371.79
2023-08-13,1.44,0.44,29281.55,20374.17
2023-08-14,1.44,0.44,29409.22,20376.99
2023-08-15,1.43,0.43,29171.23,20377.8
2023-08-16,1.41,0.41,28702.8,20375.57
2023-08-17,1.31,0.31,26629.67,20358.74
2023-08-18,1.28,0.28,26049.69,20343.09
2023-08-19,1.28,0.28,26095.8,20340.85
2023-08-20,1.29,0.29,26191.01,20340.08
2023-08-21,1.28,0.28,26126.18,20331.79
2023-08-22,1.28,0.28,26043.01,20325.22
2023-08-23,1.3,0.3,26429.4,20322.99
2023-08-24,1.29,0.29,26166.22,20313.32
2023-08-25,1.28,0.28,26051.29,20306.01
2023-08-26,1.28,0.28,26010.35,20303.93
2023-08-27,1.28,0.28,26091.32,20306.09
2023-08-28,1.29,0.29,26106.0,20302.72
2023-08-29,1.37,0.37,27724.41,20301.83
2023-08-30,1.35,0.35,27305.41,20300.75
2023-08-31,1.28,0.28,25937.29,20290.21
2023-09-01,1.27,0.27,25798.79,20284.78
2023-09-02,1.28,0.28,25868.56,20283.91
2023-09-03,1.28,0.28,25971.37,20282.29
2023-09-04,1.27,0.27,25816.24,20279.9
2023-09-05,1.27,0.27,25785.01,20274.28
2023-09-06,1.27,0.27,25751.71,20270.51
2023-09-07,1.3,0.3,26264.75,20270.99
2023-09-08,1.28,0.28,25907.13,20268.03
2023-09-09,1.28,0.28,25898.41,20265.84
2023-09-10,1.27,0.27,25833.67,20265.09
2023-09-11,1.24,0.24,25157.07,20255.63
2023-09-12,1.28,0.28,25840.34,20254.44
2023-09-13,1.29,0.29,26227.49,20255.3
2023-09-14,1.31,0.31,26533.66,20262.25
2023-09-15,1.31,0.31,26605.49,20265.37
2023-09-16,1.31,0.31,26569.13,20265.99
2023-09-17,1.31,0.31,26533.12,20266.76
2023-09-18,1.32,0.32,26767.82,20272.96
2023-09-19,1.34,0.34,27219.02,20288.93
2023-09-20,1.34,0.34,27126.4,20287.74
2023-09-21,1.31,0.31,26567.47,20284.49
2023-09-22,1.31,0.31,26583.16,20284.3
2023-09-23,1.31,0.31,26585.41,20284.48
2023-09-24,1.29,0.29,26261.44,20283.43
2023-09-25,1.3,0.3,26297.93,20283.1
2023-09-26,1.29,0.29,26212.59,20281.7
2023-09-27,1.3,0.3,26360.2,20280.65
2023-09-28,1.33,0.33,27027.2,20284.41
2023-09-29,1.33,0.33,26909.4,20286.96
2023-09-30,1.33,0.33,26964.27,20289.61
2023-10-01,1.38,0.38,27994.51,20294.95
2023-10-02,1.36,0.36,27507.22,20293.39
2023-10-03,1.35,0.35,27428.66,20296.95
2023-10-04,1.37,0.37,27789.8,20305.41
2023-10-05,1.35,0.35,27414.59,20302.28
2023-10-06,1.38,0.38,27946.61,20310.86
2023-10-07,1.38,0.38,27973.69,20316.87
2023-10-08,1.37,0.37,27933.57,20318.25
2023-10-09,1.36,0.36,27598.77,20324.47
2023-10-10,1.35,0.35,27395.4,20323.92
2023-10-11,1.32,0.32,26871.21,20322.19
2023-10-12,1.32,0.32,26756.23,20318.76
2023-10-13,1.32,0.32,26862.9,20318.14
2023-10-14,1.32,0.32,26854.52,20327.61
2023-10-15,1.34,0.34,27177.41,20329.54
2023-10-16,1.4,0.4,28518.37,20342.16
2023-10-17,1.4,0.4,28409.46,20346.21
2023-10-18,1.39,0.39,28328.07,20352.01
2023-10-19,1.41,0.41,28733.78,20347.58
2023-10-20,1.46,0.46,29684.37,20363.62
2023-10-21,1.47,0.47,29924.08,20369.11
2023-10-22,1.47,0.47,30001.44,20373.61
2023-10-23,1.62,0.62,33084.08,20424.84
2023-10-24,1.66,0.66,33923.52,20481.96
2023-10-25,1.68,0.68,34503.4,20512.46
2023-10-26,1.66,0.66,34157.06,20546.32
2023-10-27,1.65,0.65,33907.7,20560.7
2023-10-28,1.66,0.66,34090.05,20572.13
2023-10-29,1.68,0.68,34535.38,20582.53
2023-10-30,1.67,0.67,34494.56,20600.18
2023-10-31,1.68,0.68,34657.73,20616.36
2023-11-01,1.72,0.72,35439.76,20658.39
2023-11-02,1.69,0.69,34947.15,20675.42
2023-11-03,1.68,0.68,34732.28,20693.92
2023-11-04,1.69,0.69,35086.09,20703.37
2023-11-05,1.69,0.69,35039.47,20709.73
2023-11-06,1.69,0.69,35054.59,20723.0
2023-11-07,1.71,0.71,35421.85,20741.71
2023-11-08,1.72,0.72,35638.33,20759.83
2023-11-09,1.76,0.76,36704.14,20814.68
2023-11-10,1.79,0.79,37321.51,20845.12
2023-11-11,1.78,0.78,37142.22,20854.43
2023-11-12,1.78,0.78,37079.76,20861.16
2023-11-13,1.75,0.75,36482.51,20870.11
2023-11-14,1.7,0.7,35551.21,20871.72
2023-11-15,1.81,0.81,37884.19,20906.81
2023-11-16,1.73,0.73,36162.42,20914.33
2023-11-17,1.75,0.75,36626.32,20926.9
2023-11-18,1.75,0.75,36591.19,20932.66
2023-11-19,1.79,0.79,37388.64,20942.58
2023-11-20,1.79,0.79,37476.66,20964.86
2023-11-21,1.7,0.7,35758.72,20978.66
2023-11-22,1.78,0.78,37424.2,21007.25
2023-11-23,1.77,0.77,37299.18,21015.88
2023-11-24,1.79,0.79,37737.05,21030.97
2023-11-25,1.8,0.8,37801.92,21038.32
2023-11-26,1.78,0.78,37460.21,21045.48
2023-11-27,1.77,0.77,37246.29,21051.34
2023-11-28,1.8,0.8,37836.63,21068.46
2023-11-29,1.8,0.8,37861.9,21084.93
2023-11-30,1.79,0.79,37729.58,21097.35
2023-12-01,1.83,0.83,38699.84,21129.18
2023-12-02,1.87,0.87,39469.35,21144.4
2023-12-03,1.89,0.89,39980.93,21159.95
2023-12-04,1.98,0.98,41984.41,21228.36
2023-12-05,2.07,1.07,44089.06,21288.33
2023-12-06,2.05,1.05,43771.01,21353.27
2023-12-07,2.02,1.02,43285.02,21386.79
2023-12-08,2.06,1.06,44186.18,21420.58
2023-12-09,2.04,1.04,43723.0,21438.69
2023-12-10,2.04,1.04,43791.67,21450.28
2023-12-11,1.92,0.92,41235.58,21462.61
2023-12-12,1.93,0.93,41472.94,21507.2
2023-12-13,1.99,0.99,42887.55,21531.9
2023-12-14,2.0,1.0,43030.6,21551.51
2023-12-15,1.94,0.94,41939.16,21579.21
2023-12-16,1.96,0.96,42243.26,21595.53
2023-12-17,1.91,0.91,41349.42,21598.14
2023-12-18,1.97,0.97,42672.77,21635.11
2023-12-19,1.95,0.95,42296.51,21656.4
2023-12-20,2.01,1.01,43658.86,21693.99
2023-12-21,2.02,1.02,43877.44,21715.85
2023-12-22,2.03,1.03,44045.44,21743.75
2023-12-23,2.01,1.01,43815.84,21757.25
2023-12-24,1.98,0.98,43131.26,21781.51
2023-12-25,2.01,1.01,43747.57,21792.83
2023-12-26,1.95,0.95,42546.12,21820.8
2023-12-27,1.99,0.99,43571.96,21893.44
2023-12-28,1.95,0.95,42743.68,21906.83
2023-12-29,1.92,0.92,42065.77,21932.74
2023-12-30,1.92,0.92,42165.22,21945.64
2023-12-31,1.93,0.93,42278.32,21957.03
2024-01-01,2.01,1.01,44161.95,21974.46
2024-01-02,2.05,1.05,45082.79,22016.07
2024-01-03,1.95,0.95,42917.34,22035.85
2024-01-04,1.99,0.99,44323.81,22229.44
2024-01-05,1.99,0.99,44341.84,22262.67
2024-01-06,1.99,0.99,44360.23,22274.12
2024-01-07,1.99,0.99,44372.61,22283.68
2024-01-08,2.1,1.1,46958.33,22325.5
2024-01-09,2.06,1.06,46152.68,22366.02
2024-01-10,2.08,1.08,46646.71,22402.73
2024-01-11,2.07,1.07,46380.12,22439.92
2024-01-12,1.91,0.91,42850.17,22421.51
2024-01-13,1.91,0.91,42857.27,22427.42
2024-01-14,1.86,0.86,41822.58,22428.37
2024-01-15,1.89,0.89,42509.81,22438.25
2024-01-16,1.91,0.91,43118.46,22546.58
2024-01-17,1.9,0.9,42774.53,22557.47
2024-01-18,1.83,0.83,41323.19,22597.81
2024-01-19,1.84,0.84,41529.63,22612.93
2024-01-20,1.84,0.84,41660.4,22616.24
2024-01-21,1.84,0.84,41626.0,22619.0
2024-01-22,1.75,0.75,39555.05,22611.49
2024-01-23,1.76,0.76,39894.5,22625.25
2024-01-24,1.77,0.77,40129.27,22670.49
2024-01-25,1.76,0.76,39953.23,22687.55
2024-01-26,1.84,0.84,41843.75,22711.36
2024-01-27,1.85,0.85,42124.86,22720.89
2024-01-28,1.85,0.85,42037.67,22726.47
2024-01-29,1.9,0.9,43285.51,22749.86
2024-01-30,1.88,0.88,42943.0,22797.97
2024-01-31,1.87,0.87,42598.11,22832.47
2024-02-01,1.89,0.89,43086.85,22845.43
2024-02-02,1.89,0.89,43197.21,22858.86
2024-02-03,1.88,0.88,43004.15,22862.21
2024-02-04,1.86,0.86,42589.19,22866.94
2024-02-05,1.87,0.87,42706.27,22879.95
2024-02-06,1.88,0.88,43095.62,22911.83
2024-02-07,1.93,0.93,44315.25,22936.56
2024-02-08,1.97,0.97,45261.45,22967.02
2024-02-09,2.05,1.05,47131.76,23008.78
2024-02-10,2.08,1.08,47791.06,23030.0
2024-02-11,2.09,1.09,48207.55,23050.1
2024-02-12,2.16,1.16,49909.89,23111.28
2024-02-13,2.15,1.15,49718.27,23147.75
2024-02-14,2.22,1.22,51773.31,23273.66
2024-02-15,2.23,1.23,51902.46,23319.87
2024-02-16,2.23,1.23,52130.14,23358.75
2024-02-17,2.21,1.21,51652.86,23375.16
2024-02-18,2.23,1.23,52122.06,23397.1
2024-02-19,2.21,1.21,51812.29,23469.91
2024-02-20,2.23,1.23,52305.16,23499.13
2024-02-21,2.2,1.2,51793.9,23533.56
2024-02-22,2.18,1.18,51298.57,23574.72
2024-02-23,2.15,1.15,50719.81,23615.9
2024-02-24,2.18,1.18,51542.66,23633.62
2024-02-25,2.19,1.19,51724.1,23647.4
2024-02-26,2.3,1.3,54498.57,23717.96
2024-02-27,2.39,1.39,57075.08,23842.26
2024-02-28,2.58,1.58,62488.52,24221.05
2024-02-29,2.52,1.52,61259.93,24332.44
2024-03-01,2.55,1.55,62438.74,24501.74
2024-03-02,2.53,1.53,62049.35,24524.87
2024-03-03,2.57,1.57,63150.45,24563.37
2024-03-04,2.76,1.76,68337.88,24756.48
2024-03-05,2.56,1.56,63858.19,24927.86
2024-03-06,2.61,1.61,66041.42,25309.2
2024-03-07,2.62,1.62,66794.33,25493.39
2024-03-08,2.66,1.66,68160.01,25657.32
2024-03-09,2.66,1.66,68313.08,25709.49
2024-03-10,2.68,1.68,68963.15,25767.65
2024-03-11,2.77,1.77,72149.55,26007.18
2024-03-12,2.73,1.73,71486.9,26139.7
2024-03-13,2.74,1.74,72995.37,26604.92
2024-03-14,2.67,1.67,71401.69,26712.13
2024-03-15,2.59,1.59,69383.36,26770.41
2024-03-16,2.44,1.44,65376.33,26777.96
2024-03-17,2.55,1.55,68494.07,26863.39
